"speccode","species","fbname"
183,"Lutjanus viridis","Blue and gold snapper"
185,"Lutjanus vivanus","Silk snapper"
7453,"Luzonichthys waitei","Waite's splitfin"
12874,"Luzonichthys whitleyi","Whitley's splitfin"
552,"Lycengraulis grossidens","Atlantic sabretooth anchovy"
4333,"Lycodes esmarkii","Greater eelpout"
56503,"Lythrypnus crocodilus","Mahogany goby"
3885,"Lythrypnus dalli","Bluebanded goby"
16648,"Lythrypnus elasson","Dwarf goby"
25542,"Lythrypnus gilberti","Galapagos blue-banded goby"
3886,"Lythrypnus nesiotes","Island goby"
46859,"Lythrypnus pulchellus","Gorgeous goby"
46849,"Lythrypnus rhizophora","Spotcheek goby"
186,"Macolor macularis","Midnight snapper"
187,"Macolor niger","Black and white snapper"
1246,"Macrodontogobius wilburi","Largetooth goby"
7801,"Macropharyngodon bipartitus","Rare wrasse"
13138,"Macropharyngodon choati","Choat's wrasse"
7767,"Macropharyngodon geoffroy","Geoffroy's wrasse"
13141,"Macropharyngodon kuiteri","Black leopard wrasse"
13137,"Macropharyngodon marisrubri", 
4984,"Macropharyngodon meleagris","Blackspotted wrasse"
4985,"Macropharyngodon negrosensis","Yellowspotted wrasse"
12724,"Macropharyngodon ornatus","False leopard"
333,"Macroramphosus scolopax","Longspine snipefish"
7137,"Macrourus carinatus","Ridge scaled rattail"
7138,"Macrourus holotrachys","Bigeye grenadier"
7139,"Macrourus whitsoni","Whitson's grenadier"
15483,"Maculabatis gerrardi","Sharpnose stingray"
6978,"Magnisudis prionosa","Southern barracudina"
7240,"Mahidolia mystacina","Flagfin prawn goby"
218,"Makaira mazara","Indo-Pacific blue marlin"
216,"Makaira nigricans","Blue marlin"
5795,"Malacanthus brevirostris","Quakerfish"
5796,"Malacanthus latovittatus","Blue blanquillo"
3541,"Malacanthus plumieri","Sand tilefish"
3736,"Malacoctenus aurolineatus","Goldline blenny"
16476,"Malacoctenus boehlkei","Diamond blenny"
27899,"Malacoctenus delalandii", 
46665,"Malacoctenus ebisui","Fishgod blenny"
16478,"Malacoctenus erdmani", 
16559,"Malacoctenus gilli","Dusky blenny"
46741,"Malacoctenus hubbsi","Redside blenny"
3737,"Malacoctenus macropus","Rosy blenny"
46739,"Malacoctenus margaritae","Margarita blenny"
25522,"Malacoctenus tetranemus","Throatspotted blenny"
3738,"Malacoctenus triangulatus","Saddled blenny"
16570,"Malacoctenus versicolor","Barfin blenny"
46679,"Malacoctenus zonifer","Glossy blenny"
25529,"Malacoctenus zonogaster","Belted blenny"
12714,"Manonichthys splendens","Splendid dottyback"
754,"Maurolicus muelleri","Silvery lightfish"
14310,"Maxillicosta scabriceps","Little gurnard perch"
46783,"Mccoskerichthys sandae","Tufted blenny"
12452,"Mecaenichthys immaculatus","Immaculate damsel"
3597,"Medialuna californiensis","Halfmoon"
1079,"Megalops atlanticus","Tarpon"
227,"Megalops cyprinoides","Indo-Pacific tarpon"
6067,"Meiacanthus atrodorsalis","Forktail blenny"
25790,"Meiacanthus bundoon","Bundoon blenny"
46625,"Meiacanthus crinitus","Hairytail fangblenny"
6068,"Meiacanthus ditrema","One-striped poison-fang blenny"
6069,"Meiacanthus grammistes","Striped poison-fang blenny"
23758,"Meiacanthus kamoharai", 
13746,"Meiacanthus lineatus","Lined fangblenny"
13747,"Meiacanthus luteus","Yellow fangbelly"
12755,"Meiacanthus mossambicus","Mozambique fangblenny"
12641,"Meiacanthus nigrolineatus","Blackline fangblenny"
46684,"Meiacanthus oualanensis","Canary fangblenny"
61228,"Meiacanthus phaeus", 
46723,"Meiacanthus reticulatus","Reticulated fangblenny"
7807,"Meiacanthus smithi","Disco blenny"
46688,"Meiacanthus tongaensis", 
7634,"Melichthys indicus","Indian triggerfish"
966,"Melichthys niger","Black triggerfish"
5838,"Melichthys vidua","Pinktail triggerfish"
3240,"Membras martinica","Rough silverside"
46993,"Mendosoma lineatum","Telescope fish"
390,"Mene maculata","Moonfish"
3241,"Menidia beryllina","Inland silverside"
339,"Menidia menidia","Atlantic silverside"
411,"Menticirrhus littoralis","Gulf kingcroaker"
410,"Menticirrhus saxatilis","Northern kingfish"
1080,"Merluccius albidus","Offshore silver hake"
1827,"Merluccius angustimanus","Panama hake"
323,"Merluccius bilinearis","Silver hake"
1828,"Merluccius capensis","Shallow-water Cape hake"
 ,"Merluccius gayi peruanus", 
1826,"Merluccius paradoxus","Deep-water Cape hake"
327,"Merluccius polli","Benguela hake"
321,"Merluccius senegalensis","Senegalese hake"
16305,"Mesogobius batrachocephalus","Knout goby"
14540,"Meuschenia australis","Southern leatherjacket"
14541,"Meuschenia flavolineata","Yellow-striped leatherjacket"
14544,"Meuschenia freycineti","Six-spined leatherjacket"
14545,"Meuschenia galii","Blue-lined leatherjacket"
14547,"Meuschenia hippocrepis","Horse-shoe leatherjacket"
13139,"Meuschenia scaber","Velvet leatherjacket"
55031,"Meuschenia trachylepis", 
52446,"Meuschenia venusta","Stars and stripes leatherjacket"
7804,"Microcanthus strigatus","Stripey"
32,"Microchirus variegatus","Thickback sole"
1879,"Microgadus proximus","Pacific tomcod"
316,"Microgadus tomcod","Atlantic tomcod"
5977,"Micrognathus andersonii","Shortnose pipefish"
3288,"Micrognathus crinitus","Banded pipefish"
17430,"Micrognathus pygmaeus","Thorntailed pipefish"
3890,"Microgobius carri","Seminole goby"
3892,"Microgobius microlepis","Banner goby"
13998,"Micropogonias altipinnis","Tallfin croaker"
408,"Micropogonias undulatus","Atlantic croaker"
12453,"Microspathodon bairdii","Bumphead damselfish"
1122,"Microspathodon chrysurus","Yellowtail damselfish"
12455,"Microspathodon dorsalis","Giant damselfish"
1382,"Microstomus kitt","Lemon sole"
4569,"Miichthys miiuy","Mi-iuy croaker"
65179,"Mobula alfredi","Alfred manta"
2587,"Mobula japanica","Spinetail mobula"
7618,"Mobula mobular","Devil fish"
2588,"Mobula thurstoni","Smoothtail mobula"
1732,"Mola mola","Ocean sunfish"
1383,"Molva dypterygia","Blue ling"
1733,"Molva macrophthalma","Spanish ling"
33,"Molva molva","Ling"
7976,"Monacanthus chinensis","Fan-bellied leatherjacket"
4280,"Monacanthus ciliatus","Fringed filefish"
4283,"Monacanthus tuckeri","Slender filefish"
8183,"Monocentris japonica","Pineconefish"
5807,"Monodactylus argenteus","Silver moony"
7858,"Monodactylus falciformis","Full moony"
68239,"Monotaxis heterodon","Redfin emperor"
2603,"Moringua edwardsi","Spaghetti eel"
12883,"Moringua ferruginea","Rusty spaghetti eel"
15801,"Moringua javanica","Java spaghetti eel"
8051,"Moringua microchir","Lesser thrush eel"
355,"Morone americana","White perch"
1086,"Mugil curema","White mullet"
46584,"Mugil galapagensis","Galapagos mullet"
1089,"Mugil incilis","Parassi mullet"
14701,"Mugil trichodon","Fantail mullet"
3591,"Mulloidichthys dentatus","Mexican goatfish"
5983,"Mulloidichthys flavolineatus","Yellowstripe goatfish"
1092,"Mulloidichthys martinicus","Yellow goatfish"
25437,"Mulloidichthys mimicus","Mimic goatfish"
5985,"Mulloidichthys pfluegeri","Orange goatfish"
5984,"Mulloidichthys vanicolensis","Yellowfin goatfish"
14063,"Mullus argentinae","Argentine goatfish"
13789,"Muraena argus","Argus moray"
63860,"Muraena augusti", 
13790,"Muraena clepsydra","Hourglass moray"
1729,"Muraena helena","Mediterranean moray"
8207,"Muraena lentiginosa","Jewel moray"
298,"Muraenesox cinereus","Daggertooth pike conger"
7290,"Muraenichthys schultzei","Maimed snake eel"
7124,"Muraenolepis marmorata","Marbled moray cod"
7126,"Muraenolepis microps","Smalleye moray cod"
5938,"Mustelus asterias","Starry smooth-hound"
4996,"Mustelus mustelus","Smooth-hound"
5937,"Mustelus schmitti","Narrownose smooth-hound"
1209,"Mycteroperca bonaci","Black grouper"
9391,"Mycteroperca fusca","Island grouper"
1211,"Mycteroperca interstitialis","Yellowmouth grouper"
1212,"Mycteroperca microlepis","Gag"
8204,"Mycteroperca olfax","Sailfin grouper"
1213,"Mycteroperca phenax","Scamp"
9398,"Mycteroperca rosacea","Leopard grouper"
1215,"Mycteroperca tigris","Tiger grouper"
1216,"Mycteroperca venenosa","Yellowfin grouper"
3334,"Mycteroperca xenarcha","Broomtail grouper"
4330,"Myliobatis aquila","Common eagle ray"
8687,"Myliobatis australis","Australian bull ray"
2582,"Myliobatis californica","Bat eagle ray"
12819,"Myliobatis tenuicaudatus","Eagle ray"
4117,"Myoxocephalus aenaeus","Grubby"
4120,"Myoxocephalus octodecemspinosus","Longhorn sculpin"
4122,"Myoxocephalus quadricornis","Fourhorn sculpin"
13065,"Myoxocephalus stelleri","Steller's sculpin"
2649,"Myrichthys breviceps","Sharptail eel"
8053,"Myrichthys colubrinus","Harlequin snake eel"
2650,"Myrichthys maculosus","Tiger snake eel"
2651,"Myrichthys ocellatus","Goldspotted eel"
8298,"Myrichthys tigrinus","Spotted snake-eel"
6506,"Myripristis adusta","Shadowfin soldierfish"
7773,"Myripristis amaena","Brick soldierfish"
4910,"Myripristis berndti","Blotcheye soldierfish"
26201,"Myripristis botche","Blacktip soldierfish"
12596,"Myripristis chryseres","Yellowfin soldierfish"
61370,"Myripristis earlei","Earle's soldierfish"
7305,"Myripristis hexagona","Doubletooth soldierfish"
1063,"Myripristis jacobus","Blackbar soldierfish"
26218,"Myripristis kochiensis", 
7306,"Myripristis kuntee","Shoulderbar soldierfish"
13752,"Myripristis leiognathus","Panamic soldierfish"
5408,"Myripristis murdjan","Pinecone soldierfish"
7308,"Myripristis pralinia","Scarlet soldierfish"
12753,"Myripristis randalli", 
17189,"Myripristis tiki","Tiki soldierfish"
7309,"Myripristis violacea","Lattice soldierfish"
6505,"Myripristis vittata","Whitetip soldierfish"
17190,"Myripristis woodsi","Whitespot soldierfish"
2652,"Myrophis punctatus","Speckled worm-eel"
2513,"Myxine glutinosa","Atlantic hagfish"
12823,"Myxus elongatus","Sand grey mullet"
6053,"Nannosalarias nativitatis","Pygmy blenny"
2551,"Narcine brasiliensis","Brazilian electric ray"
6019,"Naso annulatus","Whitemargin unicornfish"
6020,"Naso brachycentron","Humpback unicornfish"
6021,"Naso brevirostris","Spotted unicornfish"
27318,"Naso caeruleacauda","Blue unicorn"
15628,"Naso caesius","Gray unicornfish"
60074,"Naso elegans","Elegant unicornfish"
7630,"Naso fageni","Horseface unicornfish"
1263,"Naso hexacanthus","Sleek unicornfish"
1264,"Naso lituratus","Orangespine unicornfish"
6022,"Naso lopezi","Elongate unicornfish"
6931,"Naso maculatus", 
6933,"Naso minor","Slender unicorn"
6932,"Naso thynnoides","Oneknife unicornfish"
60076,"Naso tonganus","Bulbnose unicornfish"
6023,"Naso tuberosus","Humpnose unicornfish"
1265,"Naso unicornis","Bluespine unicornfish"
6024,"Naso vlamingii","Bignose unicornfish"
998,"Naucrates ductor","Pilotfish"
8593,"Neamia octospina","Eightspine cardinalfish"
12234,"Neatypus obliquus","Western footballer"
1184,"Nebris microps","Smalleye croaker"
5895,"Nebrius ferrugineus","Tawny nurse shark"
5763,"Nectamia bandanensis","Bigeye cardinalfish"
59777,"Nectamia fusca","Ghost cardinalfish"
63750,"Nectamia luxuria","Multi-barred cardinalfish"
5764,"Nectamia savayensis","Samoan cardinalfish"
63751,"Nectamia similis","Similar cardinalfish"
63698,"Nectamia viria","Bracelet cardinalfish"
896,"Negaprion acutidens","Sicklefin lemon shark"
897,"Negaprion brevirostris","Lemon shark"
14549,"Nelusetta ayraud","Chinaman-leatherjacket"
11994,"Nemadactylus douglasii","Porae"
10106,"Nemadactylus macropterus","Tarakihi"
14282,"Nemadactylus monodactylus","St. Paul's fingerfin"
14415,"Nemadactylus valenciennesi","Sea carp"
12730,"Nemanthias carberryi","Threadfin anthias"
1616,"Nematalosa nasus","Bloch's gizzard shad"
6616,"Nemateleotris decora","Elegant firefish"
6629,"Nemateleotris magnifica","Fire goby"
2660,"Nemichthys scolopaceus","Slender snipe eel"
5843,"Nemipterus furcosus","Fork-tailed threadfin bream"
5852,"Nemipterus randalli","Randall's threadfin bream"
396,"Nemipterus virgatus","Golden threadfin bream"
5855,"Nemipterus zysron","Slender threadfin bream"
229,"Nemoossis belloci","Longfin bonefish"
5832,"Neocirrhites armatus","Flame hawkfish"
9146,"Neocyttus rhomboidalis","Spiky oreo"
23496,"Neoditrema ransonnetii", 
10229,"Neoglyphidodon bonang","Ocellated damsel"
10230,"Neoglyphidodon carlsoni","Carlson's damsel"
12457,"Neoglyphidodon crossi","Cross' damsel"
5707,"Neoglyphidodon melas","Bowtie damselfish"
5708,"Neoglyphidodon nigroris","Black-and-gold chromis"
11988,"Neoglyphidodon oxyodon","Bluestreak damselfish"
10235,"Neoglyphidodon polyacanthus","Multispine damselfish"
6922,"Neoglyphidodon thoracotaeniatus","Barhead damsel"
5652,"Neomyxus leuciscus","Acute-jawed mullet"
7310,"Neoniphon argenteus","Clearfin squirrelfish"
12896,"Neoniphon aurolineatus","Yellowstriped squirrelfish"
3249,"Neoniphon marianus","Longjaw squirrelfish"
6582,"Neoniphon opercularis","Blackfin squirrelfish"
4911,"Neoniphon sammara","Sammara squirrelfish"
12835,"Neoodax balteatus","Little weed whiting"
7113,"Neopagetopsis ionah","Jonah's icefish"
10224,"Neopomacentrus anabatoides","Silver demoiselle"
10227,"Neopomacentrus azysron","Yellowtail demoiselle"
12458,"Neopomacentrus bankieri","Chinese demoiselle"
8209,"Neopomacentrus cyanomos","Regal demoiselle"
12459,"Neopomacentrus filamentosus","Brown demoiselle"
10228,"Neopomacentrus metallicus","Metallic demoiselle"
12461,"Neopomacentrus miryae","Miry's demoiselle"
12462,"Neopomacentrus nemurus","Coral demoiselle"
5705,"Neopomacentrus taeniurus","Freshwater demoiselle"
5706,"Neopomacentrus violascens","Violet demoiselle"
14316,"Neosebastes bougainvillii","Gulf gurnard perch"
52305,"Neosebastes incisipinnis","Incised gurnard perch"
14313,"Neosebastes nigropunctatus","Blackspotted gurnard perch"
14314,"Neosebastes pandus","Bighead gurnard perch"
14318,"Neosebastes scorpaenoides","Common gurnard perch"
7981,"Neosynchiropus ocellatus","Ocellated dragonet"
65467,"Neotrygon ningalooensis", 
3894,"Nes longus","Orangespotted goby"
52426,"Nesogobius hinsbyi","Girdled goby"
52424,"Nesogobius pulchellus","Australian sailfin goby"
10220,"Netuma thalassina","Giant catfish"
12466,"Nexilosus latifrons","Coquito sergeant"
4997,"Nezumia aequalis","Common Atlantic grenadier"
13015,"Nibea albiflora","Yellow drum"
427,"Nibea mitsukurii","Honnibe croaker"
13980,"Nicholsina denticulata","Loosetooth parrotfish"
1151,"Nicholsina usta","Emerald parrotfish"
12128,"Niphon spinosus","Ara"
14209,"Norfolkia brachylepis","Tropical scaly-headed triplefin"
27519,"Norfolkia squamiceps","Scalyhead Triplefin"
47191,"Norfolkia thomasi","Thomas' triplefin"
4313,"Normanichthys crockeri","Mote sculpin"
2661,"Notacanthus chemnitzii","Snubnosed spiny eel"
949,"Notarius grandicassis","Thomas sea catfish"
12702,"Notocirrhitus splendens","Splendid hawkfish"
46325,"Notoclinops caerulepunctus","Blue-dot triplefin"
46326,"Notoclinops segmentatus","Blue-eyed triplefin"
46997,"Notoclinops yaldwyni","Yaldwyn's triplefin"
46995,"Notoclinus fenestratus","New Zealand topknot"
46850,"Notolabrus celidotus","Spotty"
46873,"Notolabrus cinctus", 
14422,"Notolabrus fucicola","Yellow-saddled wrasse"
46838,"Notolabrus gymnogenis","Crimsonband wrasse"
12794,"Notolabrus inscriptus","Inscribed wrasse"
46823,"Notolabrus parilus","Brownspotted wrasse"
14426,"Notolabrus tetricus","Blue-throated wrasse"
6979,"Notolepis annulata","Ringed barracudina"
14266,"Notopogon lilliei","Crested bellowfish"
2531,"Notorynchus cepedianus","Broadnose sevengill shark"
4702,"Notothenia coriiceps","Black rockcod"
468,"Notothenia rossii","Marbled rockcod"
7048,"Nototheniops larseni","Painted notie"
59654,"Nototheniops nybelini", 
5610,"Novaculichthys taeniourus","Rockmover wrasse"
5609,"Novaculoides macrolepidotus","Seagrass wrasse"
188,"Ocyurus chrysurus","Yellowtail snapper"
12838,"Odax cyanoallix","Bluefinned butterfish"
23333,"Odontanthias borbonius","Checked swallowtail"
64625,"Odontanthias katayamai", 
8172,"Odontesthes regia","Chilean silverside"
1655,"Odontognathus mucronatus","Guiana longfin herring"
1185,"Odontoscion dentex","Reef croaker"
13994,"Odontoscion eurymesops","Galapagos croaker"
13993,"Odontoscion xanthops","Yelloweye croaker"
1311,"Odonus niger","Red-toothed triggerfish"
27085,"Ogcocephalus cubifrons", 
8199,"Ogcocephalus darwini","Galápagos batfish"
3092,"Ogcocephalus nasutus","Shortnose batfish"
3093,"Ogcocephalus parvus","Roughback batfish"
47677,"Ogcocephalus vespertilio","Seadevil"
3123,"Ogilbia cayorum","Key brotula"
63280,"Ogilbia jeffwilliamsi","William's coralbrotula"
15005,"Ogilbyina novaehollandiae","Multicolour dottyback"
15013,"Ogilbyina queenslandiae","Queensland dottyback"
1946,"Oligoplites refulgens","Shortjaw leatherjacket"
12857,"Oligosarcus hepsetus", 
12839,"Olisthops cyanomelas","Herring cale"
14570,"Omegophora armilla","Ringed toadfish"
55036,"Omegophora cyanopunctata", 
59602,"Omobranchus germaini","Germain's blenny"
22819,"Omobranchus obliquus","Roundhead blenny"
56837,"Omobranchus rotundiceps","Rotund blenny"
241,"Oncorhynchus keta","Chum salmon"
242,"Oncorhynchus masou","Masu salmon"
243,"Oncorhynchus nerka","Sockeye salmon"
7291,"Ophichthus cephalozona","Dark-shouldered snake eel"
3113,"Ophidion holbrookii","Band cusk-eel"
3768,"Ophioblennius atlanticus", 
15330,"Ophioblennius macclurei","Redlip blenny"
8300,"Ophioblennius steindachneri","Large-banded blenny"
56982,"Ophthalmolepis lineolata","Maori wrasse"
23783,"Opisthocentrus ocellatus","Ocellated blenny"
23784,"Opisthocentrus tenuis", 
23785,"Opisthocentrus zonope", 
1484,"Opisthonema libertate","Pacific thread herring"
3684,"Opistognathus aurifrons","Yellowhead jawfish"
59066,"Opistognathus darwiniensis","Darwin jawfish"
3686,"Opistognathus macrognathus","Banded jawfish"
3687,"Opistognathus maxillosus","Mottled jawfish"
13508,"Opistognathus papuensis","Papuan jawfish"
65634,"Opistognathus randalli","Gold-specs jawfish"
3689,"Opistognathus whitehursti","Dusky jawfish"
5515,"Oplegnathus conwayi","Cape knifejaw"
6532,"Oplegnathus fasciatus","Barred knifejaw"
6538,"Oplegnathus punctatus","Spotted knifejaw"
7218,"Oplopomus oplopomus","Spinecheek goby"
3068,"Opsanus pardus","Leopard toadfish"
3069,"Opsanus tau","Oyster toadfish"
64735,"Optivus agastos","Violet roughy"
12004,"Optivus elongatus","Slender roughy"
108,"Orcynopsis unicolor","Plain bonito"
63715,"Orectolobus halei","Banded wobbegong"
759,"Orectolobus ornatus","Ornate wobbegong"
4132,"Orthonopias triacis","Snubnose sculpin"
5,"Orthopristis chrysoptera","Pigfish"
25501,"Orthopristis forbesi", 
 ,"Orthopristis ruber", 
1334,"Osmerus eperlanus","European smelt"
5658,"Osteomugil engeli","Kanda"
8265,"Ostichthys japonicus","Japanese soldierfish"
10285,"Ostichthys kaianus","Deepwater soldierfish"
5766,"Ostorhinchus angustatus","Broadstriped cardinalfish"
10294,"Ostorhinchus apogonoides","Short-tooth cardinal"
4837,"Ostorhinchus aureus","Ring-tailed cardinalfish"
46519,"Ostorhinchus capricornis","Capricorn cardinalfish"
25109,"Ostorhinchus cavitensis","Whiteline cardinalfish"
58153,"Ostorhinchus chrysopomus","Spotted-gill cardinalfish"
13003,"Ostorhinchus chrysotaenia","Yellowlined cardinalfish"
5769,"Ostorhinchus compressus","Ochre-striped cardinalfish"
9240,"Ostorhinchus cookii","Cook's cardinalfish"
4600,"Ostorhinchus cyanosoma","Yellowstriped cardinalfish"
5759,"Ostorhinchus dispar","Redspot cardinalfish"
8587,"Ostorhinchus doederleini","Doederlein's cardinalfish"
